drug1,drug2,text,label
Carbamazepine,Factor Xa inhibitors (FXaI),Carbamazepine reduced the area under the plasma concentration-time curve (AUC) of FXaI to a clinically relevant extent...,1
Gabapentin,None mentioned,Gabapentin and pregabalin do not require dose adjustment of FXaI.,1
Pregabalin,None mentioned,Gabapentin and pregabalin do not require dose adjustment of FXaI.,1
Iodinated contrast media,Metformin,Using iodinated contrast media and metformin together increased the risk of lactic acidosis,1
NSAIDs,Sulfonylureas,Using NSAIDs and sulfonylureas simultaneously increased the risk of hypoglycemia,1
tadalafil,IPW5371,"The combined use of anti-fibrotic agents, tadalafil and IPW5371, caused increased male mouse mortality associated with ascending and thoracic aortic rupture compared to mice that only received one of the drugs.",0
irradiation,tadalafil + IPW5371 combination therapy,"Irradiation protected against lesions caused by the combination therapy as non-irradiated male mice had significantly worse outcomes as compared to irradiated male mice, substantiating the drug-drug interaction independent of the radiation effects.",1
Ergotamine,CYP3A4 inhibitors,Concurrent use of ergotamine with CYP3A4 inhibitors can significantly increase the risk of ergotism.,1
Ergotamine,Ritonavir,The correct diagnosis of ergotism-induced vasospasm due to ritonavir-ergotamine interaction was delayed.,1
isavuconazole,voriconazole,"Although antifungal agents are often used concomitantly with cyclosporine, the effect of switching from voriconazole to isavuconazole on the blood cyclosporine level remains unclear.",1
isavuconazole,cyclosporine,Maintaining a two-hour dosing interval between isavuconazole and cyclosporine may minimize gastrointestinal drug interactions.,1
voriconazole,cyclosporine,"Although antifungal agents are often used concomitantly with cyclosporine, the effect of switching from voriconazole to isavuconazole on the blood cyclosporine level remains unclear.",1
Luteolin (LUT),Atorvastatin (ATV),LUT inhibited ATV as the non-competitive form in rat liver microsomes (RLMs).,1
Luteolin nanosuspensions (LUT-NS-LP),Atorvastatin (ATV),LUT nanosuspensions could significantly increase systemic exposure to ATV by inhibiting CYP450s and OATPs activities.,1
regorafenib,sirolimus,Regorafenib exerts a regulatory influence on the blood concentrations of sirolimus by inhibiting the activity of CYP3A4 and P-gp...,1
fluconazole,apixaban,"The use of fluconazole appeared associated with CRNMB (OR 3.6, 95% confidence interval (CI) 0.99-13)",1
clopidogrel,remimazolam,our evaluation of the drug-drug interactions between remimazolam and several other substrates/inhibitors of CES1... found that clopidogrel significantly inhibited remimazolam hydrolysis at clinically relevant concentrations,1
Rifampicin,Midazolam,"victim pharmacokinetic studies were conducted with midazolam (high clearance) following perpetrator drug treatment, rifampicin-mediated induction, which resulted in a 2-fold increase in midazolam intrinsic clearance values",1
Rifampicin,Alprazolam,"victim pharmacokinetic studies were conducted with alprazolam (low clearance) following perpetrator drug treatment, rifampicin-mediated induction, which resulted in a 2.6-fold increase in alprazolam intrinsic clearance values",1
clopidogrel,Proton pump inhibitors (PPIs),Concomitant use of Proton pump inhibitors along with clopidogrel may affect the potency of clopidogrel by CYP2C19 inhibition,1
clopidogrel,ilaprazole,Ilaprazole (13.6%) and pantoprazole (13.6%) were characterized by fewer targets being shared with clopidogrel compared to conventional PPIs,1
clopidogrel,pantoprazole,Ilaprazole (13.6%) and pantoprazole (13.6%) were characterized by fewer targets being shared with clopidogrel compared to conventional PPIs,1
clopidogrel,rabeprazole,"CYP2C19 functioned as a hub gene in the interactions with rabeprazole, lansoprazole, dexlansoprazole, omeprazole, and esomeprazole",1
clopidogrel,lansoprazole,"CYP2C19 functioned as a hub gene in the interactions with rabeprazole, lansoprazole, dexlansoprazole, omeprazole, and esomeprazole",1
clopidogrel,dexlansoprazole,"CYP2C19 functioned as a hub gene in the interactions with rabeprazole, lansoprazole, dexlansoprazole, omeprazole, and esomeprazole",1
clopidogrel,omeprazole,"CYP2C19 functioned as a hub gene in the interactions with rabeprazole, lansoprazole, dexlansoprazole, omeprazole, and esomeprazole",1
clopidogrel,esomeprazole,"CYP2C19 functioned as a hub gene in the interactions with rabeprazole, lansoprazole, dexlansoprazole, omeprazole, and esomeprazole",1
pantoprazole,clopidogrel,Ilaprazole (13.6%) and pantoprazole (13.6%) were characterized by fewer targets being shared with clopidogrel compared to conventional PPIs,1
ilaprazole,clopidogrel,Ilaprazole (13.6%) and pantoprazole (13.6%) were characterized by fewer targets being shared with clopidogrel compared to conventional PPIs,1
cangrelor,thienopyridine (excluding ticagrelor),"Transitioning from cangrelor to a thienopyridine, but not ticagrelor, can be associated with a drug-drug interaction (DDI)",1
cangrelor,ticagrelor,"On the other hand, ticagrelor seems to be an optimal oral agent for continuation of P2Y12 inhibition in patients receiving cangrelor infusion",1
cangrelor,clopidogrel,A LD (loading dose) of clopidogrel should be administered at the time the infusion of cangrelor ends or within 30 minutes before the end of infusion,1
cangrelor,prasugrel,A LD (loading dose) of prasugrel should be administered at the time the infusion of cangrelor ends or within 30 minutes before the end of infusion,1
cangrelor,oral antiplatelet agents,Administration of any oral antiplatelet agent at the end of a cangrelor infusion will also result in a transient period of increased platelet reactivity,1
Nirmatrelvir/Ritonavir,Sirolimus,Providers should therefore be cautious when prescribing nirmatrelvir/ritonavir to kidney transplant recipients currently receiving sirolimus...,1
SGLT2Is,ARNI,The combined impact of SGLT2Is and ARNI on acute kidney injury (AKI) remains unclear.,0
Canagliflozin,ARNI,"A stronger AKI signal in cotherapy of canagliflozin and ARNI (16.82, 3.75-75.57, P < 0.001).",0
SGLT2Is,Diuretics,"When cotherapy is unavoidable, early monitoring of renal function, blood volume, and blood pressure is excessively crucial. However, it is relatively safe in patients with HF.",0
CBN,melatonin,We found CBN potently inhibited CYP1A2-mediated metabolism of melatonin,1
CBN,caffeine,we recently reported that CBN potently inhibited the CYP1A2-mediated metabolism of caffeine.,1
Imatinib,Tacrolimus,Imatinib increased tacrolimus blood concentrations after single and multiple administrations.,1
"c-MET inhibitors (cabozantinib, crizotinib, PHA665752)",chemotherapeutic agent doxorubicin,"the combination of c-MET inhibitors with the chemotherapeutic agent doxorubicin synergistically enhanced cytotoxicity in MDR cells, as evidenced by combination index (CI) values of 0.54 ± 0.08, 0.69 ± 0.1, and 0.85 ± 0.07 for cabozantinib, crizotinib, and PHA665752, respectively.",1
PHA-665752,ABCB1 ATPase activity,PHA-665752 suppressed ABCB1 ATPase activity at high concentration,1
Dexamethasone,Asparaginase,co-medication with asparaginase,1
clopidogrel,ART (antiretroviral therapy),"93 PLWH (60%) had a DDI at time of P2Y12inh initiation, with highest incidence in the clopidogrel group (n = 84, 71%)",1
ticagrelor,ART (antiretroviral therapy),"93 PLWH (60%) had a DDI at time of P2Y12inh initiation, with highest incidence in the clopidogrel group (n = 84, 71%), followed by ticagrelor (n = 9, 39%)",1
prasugrel,ART (antiretroviral therapy),none with prasugrel,1
Lenacapavir,Moderate/Strong Inducers,the possibility to manage DDIs with moderate/strong inducers by reducing lenacapavir dosing interval.,1
cannabidiol (CBD),sirolimus,"a potential cannabidiol (CBD)/sirolimus or delta-9-tetrahydrocannabinol (THC)/sirolimus interaction and a THC/tacrolimus interaction, both resulting in drug toxicity",1
delta-9-tetrahydrocannabinol (THC),sirolimus,"a potential cannabidiol (CBD)/sirolimus or delta-9-tetrahydrocannabinol (THC)/sirolimus interaction and a THC/tacrolimus interaction, both resulting in drug toxicity",1
delta-9-tetrahydrocannabinol (THC),tacrolimus,"a potential cannabidiol (CBD)/sirolimus or delta-9-tetrahydrocannabinol (THC)/sirolimus interaction and a THC/tacrolimus interaction, both resulting in drug toxicity",1
Ritonavir,Tacrolimus,ritonavir of Paxlovid has been identified as a potent inhibitor of CYP3A enzymes.,1
Paxlovid (nirmatrelvir/ritonavir),Tacrolimus,"Paxlovid can inhibit the CYP3A-mediated metabolism of tacrolimus, resulting in elevated plasma concentrations of tacrolimus and toxicity.",1
ritonavir,other co-administered drugs substrates,"ritonavir, used to boost nirmatrelvir pharmacokinetics, can also inhibit or induce the metabolism of other co-administered drugs substrates.",1
Paxlovid (nirmaltrevir/ritonavir),Tacrolimus,This acute kidney injury was attributed to tacrolimus toxicity resulting from a drug-drug interaction with Paxlovid.,1
Paxlovid (nirmaltrevir/ritonavir),Calcineurin inhibitors,"current Australian guidelines recommend against Paxlovid use in adults taking medications that are heavily dependent on CYP3A4 for clearance, including calcineurin and mammalian target of rapamycin inhibitors",1
Paxlovid (nirmaltrevir/ritonavir),Mammalian target of rapamycin inhibitors,"current Australian guidelines recommend against Paxlovid use in adults taking medications that are heavily dependent on CYP3A4 for clearance, including calcineurin and mammalian target of rapamycin inhibitors",1
Aspirin,"Thiopurines (e.g., azathioprine, 6-mercaptopurine)","TPMT is inhibited by many drugs that are co-administered to treat symptoms associated with diseases treated with thiopurines. For example, aspirin and other anti-inflammatory drugs...",1
Olsalazine,"Thiopurines (e.g., azathioprine, 6-mercaptopurine)","...including olsalazine, sulfasalazine, and balsalazide, inhibit TPMT.",1
Sulfasalazine,"Thiopurines (e.g., azathioprine, 6-mercaptopurine)","...including olsalazine, sulfasalazine, and balsalazide, inhibit TPMT.",1
Balsalazide,"Thiopurines (e.g., azathioprine, 6-mercaptopurine)","...including olsalazine, sulfasalazine, and balsalazide, inhibit TPMT.",1
resveratrol,BDQ (Bedaquiline),"Remarkably, resveratrol increased the level of exposure of BDQ.",1
Olaparib (OLA),Regorafenib (REG),OLA was shown to significantly affect the pharmacokinetics of REG and its active metabolites M-2 and M-5 in rats after co-administration of both drugs.,1
Regorafenib (REG),Olaparib (OLA),"The AUC ratios (study group/control group) were 3.41 and 3.39 for REG and OLA, respectively, indicating that REG and OLA were moderate inhibitors in this preclinical study.",1
Phenytoin (PHT),Capecitabine,We report a case of phenytoin(PHT) toxicity due to a drug interaction with capecitabine...,1
aspirin,clopidogrel,Common potential interactions included aspirin with clopidogrel and rosuvastatin.,1
rosuvastatin,aspirin or clopidogrel,Common potential interactions included aspirin with clopidogrel and rosuvastatin.,1
almonertinib,nicardipine,"According to the findings, it was indicated that nicardipine could inhibit the metabolism of almonertinib",1
zuranolone,alprazolam/ethanol,Zuranolone prescribers and patients should be aware of the potential for increased central nervous system-depressant effects if coadministered with GABAergic active compounds such as alprazolam and ethanol.,1
Rivaroxaban,Verapamil,This combination therapy can increase systemic exposure to rivaroxaban and the risk of major bleeding and intracranial hemorrhage.,1
Ticagrelor,"Statins (specifically, rosuvastatin)","Rhabdomyolysis is a very rare but severe adverse event, which is specific for statins which can be triggered by DDIs that increase statin's concentrations through blockade of their biotransformation and/or elimination...",1
Ticagrelor,BCRP (breast cancer resistance protein),"Recent studies in vitro, pharmacokinetic trials and in silico drug modelling identified and validated the BCRP inhibition by ticagrelor...",1
amlodipine,atorvastatin,a slight increase in systemic exposure to atorvastatin by approximately 23%,1
Linsitinib,Warfarin,can cause CYP-mediated drug-drug interactions with warfarin,1
Vatalanib,Warfarin,can cause CYP-mediated drug-drug interactions with warfarin,1
Linsitinib,Apixaban,"can cause CYP-mediated drug-drug interactions with warfarin and, to a lesser extent, with apixaban",1
Vatalanib,Apixaban,"can cause CYP-mediated drug-drug interactions with warfarin and, to a lesser extent, with apixaban",1
vatiquinone,itraconazole,The coadministration of 400 mg of vatiquinone with 200 mg of itraconazole resulted in increased maximum observed concentration (Cmax) and area under the curve (AUC) of vatiquinone.,1
quetiapine,propofol,"The diQTP occurred in 883 of patient admissions (29%) and was more frequent in those with higher risk score, with 46% of patient admissions with diQTP in high risk, 23% in moderate risk, and 8% in low risk. The most common QTc DDI alerts overridden resulting in an diQTP were quetiapine and propofol (11%)...",1
amiodarone,haloperidol,The most common QTc DDI alerts overridden resulting in an diQTP were quetiapine and propofol (11%) and amiodarone and haloperidol (7%).,1
eriocitrin,hesperidin,DDI predictions indicated that eriocitrin's serum concentration increases when combined with hesperidin,1
hesperetin,certain flavonoids,DDI predictions indicated that hesperetin's metabolism decreases with certain flavonoids,1
Ketamine,Lovastatin,"Sub-anesthetic ketamine attenuated the development of AIMs, while lovastatin only showed anti-dyskinetic activity at the beginning of the priming but did not prevent the development of LID.",1
Ketamine,Pravastatin,"The polar pravastatin blocked the long-term anti-dyskinetic effects of ketamine, while the non-polar lovastatin did not.",1
cimetidine,metformin,cimetidine as an OCT inhibitor,1
metformin,cimetidine,"Relative to baseline, metformin systemic plasma exposure increased by 24%",1
Itraconazole,Rifampicin,The reason for treatment failure was likely to be drug interaction (suboptimal levels of itraconazole due to rifampicin).,1
DOACs,amiodarone,"Concomitant use of DOACs with amiodarone, but not dronedarone or propafenone, increases the risk of major bleeding, particularly intracranial bleeding.",0
DOACs,dronedarone,"Concomitant use of DOACs with amiodarone, but not dronedarone or propafenone, increases the risk of major bleeding...",0
DOACs,propafenone,"Concomitant use of DOACs with amiodarone, but not dronedarone or propafenone, increases the risk of major bleeding...",0
naringenin,tepotinib,...accompanied by a decrease in clearance rate when administered with 50 mg/kg naringenin.,1
Ritonavir,Digoxin,"Due to the narrow therapeutic window of digoxin, combined use [with ritonavir] may lead to severe toxic effects.",1
Itraconazole,SKLB1028,Itraconazole increased the AUC and Cmax of SKLB1028,1
Gemfibrozil,SKLB1028,Gemfibrozil inhibited the metabolism of SKLB1028 (no specific effect on AUC or Cmax mentioned),1
Rifampin,SKLB1028,Rifampin increased the AUC and Cmax of SKLB1028,1
Letermovir,CYP3A inhibitors,Letermovir is a moderate inhibitor of CYP3A,1
Letermovir,CYP2C8 inhibitors,Letermovir is a moderate inhibitor of CYP2C8,1
Letermovir,OATP1B1/3 inhibitors,Letermovir is a moderate inhibitor of OATP1B1/3,1
Maribavir,CYP2C9 inhibitors,Maribavir is a moderate CYP2C9 inhibitor,1
Letermovir,CYP2C19 inducers,Letermovir is a moderate inducer of CYP2C19,1
Maribavir,CYP3A substrates,Maribavir is a substrate of CYP3A,1
Abiraterone,Common medications (via CYP2D6 inhibition),"These interactions, particularly through pathways like CYP2D6 inhibition by abiraterone...",1
Enzalutamide,Common medications (via CYP3A4 induction),...and CYP3A4 induction by enzalutamide and apalutamide...,1
Apalutamide,Common medications (via CYP3A4 induction),...and CYP3A4 induction by enzalutamide and apalutamide...,1
Finerenone,Fluconazole,"Additionally, the administration of finerenone in the presence of fluconazole resulted in elevated K",1
Finerenone,Ritonavir,"The NCA results indicated that the area under the plasma concentration-time curve (AUC) of finerenone increased by 1.86- and 1.95-fold when coadministered with fluconazole and ritonavir, respectively.",1
dual inhibitor,molnupiravir,"For SARS-CoV-2, an optimized dual inhibitor completely blocked viral replication in human airway epithelial cells at 5 nM and displayed a synergistic drug interaction with the nucleoside analog molnupiravir.",1
IL-6,"CYP450 substrates (e.g., caffeine, omeprazole)",Interleukin-6 can suppress the activity of important enzymes in the body (cytochrome [CYP] P450s) that are involved in drug clearance.,1
IL-6,CYP2C19 substrates,"The maximum IL-6 profile predicted weak-to-moderate impact on exposure of CYP2C19, CYP3A4, and CYP3A5 substrates...",1
IL-6,CYP3A4 substrates,"...The maximum IL-6 profile predicted weak-to-moderate impact on exposure of CYP2C19, CYP3A4, and CYP3A5 substrates...",1
IL-6,CYP3A5 substrates,"...The maximum IL-6 profile predicted weak-to-moderate impact on exposure of CYP2C19, CYP3A4, and CYP3A5 substrates...",1
IL-6,CYP1A2 substrates,...The maximum IL-6 profile predicted minimal impact on exposure of CYP1A2 substrates at both RP2Ds.,1
IL-6,CYP2C9 substrates,...Impact on exposure of CYP2C9 substrates was predicted as minimal at QW and minimal-to-weak at Q2W RP2Ds.,1
Valproic acid (VPA),Flucloxacillin,"When VPA is used for epilepsy, it is advised to consider alternative antibiotics to avoid this interaction.",1
Dexamethasone,Sunitinib,"Compare to control group, the low-dose dexamethasone group and high-dose dexamethasone group decreased the AUC",1
cedirogant,rosuvastatin,Cedirogant increased rosuvastatin maximum plasma concentration (Cmax) by 1.4-fold and AUC by 2.5-fold.,1
cedirogant,atorvastatin,"Note: Atorvastatin is not explicitly mentioned in the abstract, but it is a statin and rosuvastatin is. However, based on the context and the fact that cedirogant's effect on rosuvastatin was investigated, we can infer that atorvastatin may also be affected similarly.",1
cedirogant,substrates of CYP3A,Static drug-drug interactions (DDIs) predictions suggested possible clinical induction of CYP3A4 by cedirogant.,1
cedirogant,"substrates of P-gp, BCRP, and OATP1B/3","Cedirogant inhibited P-glycoprotein (P-gp), breast cancer resistance protein (BCRP), organic anion transporting polypeptide (OATP) 1B1, and OATP1B3 in vitro.",1
Steroids,Tacrolimus,"This is important in individuals of African ancestry who are more likely to carry no LOF alleles, may more commonly receive steroid treatment, and will need higher tacrolimus doses.",1
CYP3A4/5 Inducers (Steroids),Tacrolimus,Steroids induce CYP3A genes to increase tacrolimus clearance,1
Rifampin,Edoxaban,co-administration of carboxylesterase-1 inducers such as rifampin and/or OATP1B1 inhibitors such as rifampin or clarithromycin may increase plasma concentrations of M-4 to clinically non-negligible levels,1
Clarithromycin,Edoxaban,co-administration of carboxylesterase-1 inducers such as rifampin and/or OATP1B1 inhibitors such as rifampin or clarithromycin may increase plasma concentrations of M-4 to clinically non-negligible levels,1
Rifampin,OATP1B1,"plasma concentration of coproporphyrin-I, an endogenous biomarker of OATP1B1 activity, increased during this period",0
Clarithromycin,OATP1B1,"plasma concentration of coproporphyrin-I, an endogenous biomarker of OATP1B1 activity, increased during this period",0
Nirmatrelvir-ritonavir (Paxlovid),Simvastatin,Notable medications interacting with Paxlovid were simvastatin...,1
Nirmatrelvir-ritonavir (Paxlovid),Amlodipine,Notable medications interacting with Paxlovid were amlodipine...,1
Nirmatrelvir-ritonavir (Paxlovid),Atorvastatin,Notable medications interacting with Paxlovid were atorvastatin...,1
Nirmatrelvir-ritonavir (Paxlovid),Concurrent medications (21.7% of 23 concurrent medications not complying with recommended interventions by the University of Liverpool COVID-19 Drug Interaction database),...21.7% of 23 concurrent medications were found not to comply with the recommended interventions by the University of Liverpool COVID-19 Drug Interaction database.,1
piperine,CYP3A4 substrate drugs,Piperine has been reported to inhibit the enzyme activity of cytochrome P450 (CYP) 3A4.,1
piperine,ritonavir,"The predicted area under the curve (AUC) ratios (with and without piperine, following a 7-day intake of 20 mg/day) for six drugs were found to exceed 1.25, with significant increases in AUC observed for ritonavir (31%).",1
piperine,nifedipine,"The predicted area under the curve (AUC) ratios (with and without piperine, following a 7-day intake of 20 mg/day) for six drugs were found to exceed 1.25, with significant increases in AUC observed for nifedipine (34%).",1
piperine,cyclosporine,"The predicted area under the curve (AUC) ratios (with and without piperine, following a 7-day intake of 20 mg/day) for six drugs were found to exceed 1.25, with significant increases in AUC observed for cyclosporine (35%).",1
piperine,triazolam,"The predicted area under the curve (AUC) ratios (with and without piperine, following a 7-day intake of 20 mg/day) for six drugs were found to exceed 1.25, with significant increases in AUC observed for triazolam (36%).",1
piperine,alfentanil,"The predicted area under the curve (AUC) ratios (with and without piperine, following a 7-day intake of 20 mg/day) for six drugs were found to exceed 1.25, with significant increases in AUC observed for alfentanil (39%).",1
piperine,simvastatin,"The predicted area under the curve (AUC) ratios (with and without piperine, following a 7-day intake of 20 mg/day) for six drugs were found to exceed 1.25, with significant increases in AUC observed for simvastatin (59%).",1
theophylline,unknown (toxicity),theophylline toxicity (5.1%),1
antiepileptic drugs,unknown (toxicity),antiepileptic toxicity (5.1%),1
ceftriaxone,calcium (precipitates),formation of ceftriaxone calcium precipitates (3.8%),1
unknown (QT-interval prolongation),unknown,increased risk of QT-interval prolongation (10.1%),1
non-ART medications,antiretroviral therapy drugs (ARTs),"Moreover, further adjustments for HIV viral load and CD4 + cell count did not change the significance of the association (OR = 2.01, CI 1.03-3.92).",1
cardiovascular medication,antiretroviral therapy drugs (ARTs),"The highest prevalence of DDI was among cardiovascular medication users (71.7%),",1
central nervous system drugs,antiretroviral therapy drugs (ARTs),followed by central nervous system drugs (69.2%).,1
BTT-3033,paclitaxel (PTX),"Pretreatment with BTT-3033 (1 μM), followed by PTX-induced synergistic antiproliferative effects",1
voriconazole,omeprazole,co-administration with omeprazole significantly increased voriconazole concentrations,1
voriconazole,CYP2C19*2 allele (with CYP2C19 rs4244285 polymorphism),there was an additive effect in CYP2C19*2 allele,1
Strong Inducers,Lacosamide (LCM),Strong inducers significantly increased DCR.,1
Multiple Inducers,Lacosamide (LCM),Synergy may exist when multiple inducers are given.,1
firsocostat,CYP3A inhibitors,Firsocostat can be administered with CYP3A and UGT inhibitors without dose adjustment.,1
firsocostat,"strong OATP1B/3 inhibitors (rifampin, cyclosporine A)",Firsocostat should not be coadministered with strong OATP1B/3 inhibitors...,1
firsocostat,CYP3A substrates or combined oral contraceptives,...can be administered with CYP3A substrates or combined oral contraceptives without dose modification.,1
chloroquine phosphate,remdesivir,"For remdesivir, coadministration with chloroquine phosphate and hydroxychloroquine sulfate was not recommended.",1
nirmatrelvir/ritonavir,medications that are categorized as 'Contraindicated' or 'Avoid Concomitant Use',"During the study period, about half of the patients received medications categorized as 'Contraindicated' (11%) and/or 'Avoid Concomitant Use' (41%) with nirmatrelvir/ritonavir.",1
nirmatrelvir/ritonavir,medications that are 'Contraindicated',"Among a subset of patients hospitalized for COVID-19 in 2022, those who were older, had higher CCI, high-risk underlying conditions, severe hepatic impairment, Medicare insurance, and hospitalized in larger hospitals were significantly more likely to be categorized as 'Contraindicated' when considering nirmatrelvir/ritonavir as a therapeutic option to manage COVID-19.",1
Inhaled corticosteroids (ICS),Benzodiazepines (BZD),"The combined use of ICS and BZD was associated with a higher reporting of pneumonia (ROR: 2.41, 95% CI 2.25-2.58).",1
Mometasone,Clonazepam,"The strongest risk signals were observed in specific drug combinations, such as mometasone with clonazepam...",1
Budesonide,Temazepam,"The strongest risk signals were observed in specific drug combinations, such as budesonide with temazepam...",1
Mometasone,Zopiclone,"The strongest risk signals were observed in specific drug combinations, such as mometasone with zopiclone.",1
fedratinib,fluconazole,"For patients with cancer receiving the approved dose of fedratinib 400 mg once daily along with fluconazole 200 mg daily, the model predicted an approximate 50% increase in fedratinib exposure at steady state.",1
≥2 potassium reducing drugs,No specific drug mentioned,"The most common DDIs were: ≥ 2 potassium reducing drugs (17.1%),",1
SSRI,loop/thiazide diuretic,and SSRI + loop/thiazide diuretic (7.2%),1
≥3 centrally acting drugs,No specific drug mentioned,"the most common DDIs were: ≥ 3 centrally acting drugs (9.0%),",1
DDIs,A major serum electrolyte disturbance had the highest incidence/prevalence,Major serum electrolyte disturbance had the highest incidence (10.7%)/prevalence (11.5%). Incident ADRs were more common in patients with DDIs (p = 0.013).,1
Itraconazole,Entrectinib,"predict increases in steady-state systemic exposure on co-administration of strong and moderate CYP3A4 inhibitors (itraconazole at 5 mg/kg, erythromycin at 7.5-12.5 mg/kg and fluconazole at 3-12 mg/kg, respectively)",1
Erythromycin,Entrectinib,"predict increases in steady-state systemic exposure on co-administration of strong and moderate CYP3A4 inhibitors (itraconazole at 5 mg/kg, erythromycin at 7.5-12.5 mg/kg and fluconazole at 3-12 mg/kg, respectively)",1
Fluconazole,Entrectinib,"predict increases in steady-state systemic exposure on co-administration of strong and moderate CYP3A4 inhibitors (itraconazole at 5 mg/kg, erythromycin at 7.5-12.5 mg/kg and fluconazole at 3-12 mg/kg, respectively)",1
Rifampicin,Entrectinib,This model captured well the exposure changes of entrectinib and M5 seen in adults co-administered with the strong CYP3A4 inducer rifampicin.,1
Entrectinib,"Strong CYP3A4 inhibitors (itraconazole, erythromycin, fluconazole)","Model predictions for ≧2 year olds showed that entrectinib AUC(0-t) was increased by approximately sevenfold and five to threefold by strong and high-moderate and low-moderate CYP3A4 inhibitors, respectively.",1
Entrectinib,"Moderate CYP3A4 inhibitors (erythromycin, fluconazole)","Model predictions for ≧2 year olds showed that entrectinib AUC(0-t) was increased by approximately sevenfold and five to threefold by strong and high-moderate and low-moderate CYP3A4 inhibitors, respectively.",1
Programmed death-1,Proton pump inhibitors,associated with skin and subcutaneous tissue disorders,1
Programmed death ligand-1,Proton pump inhibitors,adverse reactions of metabolism and nutrition disorders,1
Cytotoxic T-lymphocyte antigen-4,Proton pump inhibitors,associated with skin and subcutaneous tissue disorders,1
cabozantinib,rivaroxaban,potential pharmacokinetic interaction between cabozantinib and rivaroxaban,1
cabozantinib,P-glycoprotein (P-gp),cabozantinib-related P-glycoprotein inhibition,1
Boosted PIs,Antiretrovirals,use of boosted PIs is common,0
β-blockers,Diuretics,"The most common AC drugs were β-blockers (12.2%), diuretics (8.7%) and antidepressants (8.7%).",1
β-blockers,Antidepressants,"The most common AC drugs were β-blockers (12.2%), diuretics (8.7%) and antidepressants (8.7%).",1
Diuretics,Antidepressants,"The most common AC drugs were β-blockers (12.2%), diuretics (8.7%) and antidepressants (8.7%).",1
Antiretrovirals,Co-medications,"Overall, 258 DDIs were found between antiretrovirals and co-medications in 115 (66.8%) PWH",0
Contraindicated drug combinations,Antiretrovirals,14 (8.1%) PWH received contraindicated drug combinations.,0
Brexpiprazole,Warfarin,clinicians should exercise caution when using these medications concomitantly,1
fluoroquinolones,sulfonylureas,Interactions with antidiabetic drugs revealed that fluoroquinolones and sulfonylureas produce severe interaction effects.,1
rifaximin,metformin,"Comparatively, rifaximin can be safer as it exhibited mild interaction only with metformin,",1
Icenticaftor,CYP3A4 substrates,icenticaftor may also weakly inhibit the metabolic clearance of co-medications metabolized by CYP3A4 (AUC ratio: 1.86),1
Icenticaftor,CYP1A2 substrates,"In the CYP substrate cocktail DDI study, icenticaftor 300 mg twice daily (b.i.d.) moderately inhibited CYP1A2 (AUC ratio: 3.35)",1
Icenticaftor,CYP2B6 substrates,icenticaftor may moderately inhibit the metabolic clearance of co-medications metabolized by CYP2B6 (AUC ratio: 2.11),1
Icenticaftor,CYP2C19 substrates,"In the CYP substrate cocktail DDI study, icenticaftor 300 mg twice daily (b.i.d.) moderately inhibited CYP2C19 (AUC ratio: 2.70)",1
Icenticaftor,Monophasic OC containing EE and LVG,"In the OC DDI study, co-administration of icenticaftor 450 mg b.i.d. with monophasic OC containing 30-μg EE and 150-μg LVG once daily reduced the plasma exposure of both components by approximately 50%",1
Panax notoginseng (PNS),Warfarin,"The combination of PNS and warfarin showed antagonistic effects instead, implying an increased risk of adverse effects.",1
miR-214-3p overexpression,Panax notoginseng (PNS),"None found. However, the interaction is described as 'weakened antagonistic effect' which implies that PNS and warfarin should be used with caution.",1
Proton Pump Inhibitors,Clopidogrel,Proton pump inhibitors and clopidogrel should only be used concurrently in patients with reliable clinical indications.,1
Ticagrelor,Clopidogrel,Drugs that are not prodrugs and whose metabolism is not dependent upon CYP2C19 can be selected as a superior alternative in case of CR. Ticagrelor is one such effective substitute.,1
GLS4,ritonavir,co-administered GLS4 and ritonavir significantly influenced the exposure of CYP3A4 substrates,1
GLS4,CYP3A4 inducers,CYP3A4 inducers significantly influenced GLS4 exposure when co-administered with ritonavir,1
GLS4,Ritonavir,co-administered with ritonavir to maintain the anticipated concentration required for the effective antiviral activity of GLS4,1
GLS4,Hepatic Impairment (HI),"with the severity of HI increased, there was a corresponding increase in the exposure to GLS4 when co-administered with ritonavir",1
fentanyl,furosemide,The odds ratio was highest for decreased blood pressure observed after the administration of the drug pair fentanyl and furosemide (OR 5.06; 95% confidence interval 3.5-7.4; p < 0.001).,1
potassium salts,furosemide,Increased odds ratios for specific symptoms observed after drug-drug interactions resulted from eight combinations composed of eight different drugs: ... potassium salts-furosemide ...,1
vancomycin,furosemide,"... vancomycin-furosemide, digoxin-furosemide, digoxin-hydrochlorothiazide, fentanyl-phenobarbital, potassium salts-hydrochlorothiazide, and midazolam-hydrochlorothiazide.",1
digoxin,furosemide,"... vancomycin-furosemide, digoxin-furosemide, digoxin-hydrochlorothiazide, fentanyl-phenobarbital, potassium salts-hydrochlorothiazide, and midazolam-hydrochlorothiazide.",1
digoxin,hydrochlorothiazide,"... vancomycin-furosemide, digoxin-furosemide, digoxin-hydrochlorothiazide, fentanyl-phenobarbital, potassium salts-hydrochlorothiazide, and midazolam-hydrochlorothiazide.",1
